,count,mean,std,min,25%,50%,75%,max
Anaeromyxobacter sp. K,105.0,0.03228571428571427,0.017895913954412507,0.006,0.016,0.034,0.044,0.079
Anaerotignum propionicum,105.0,0.00010476190476190476,0.0003077152006135618,0.0,0.0,0.0,0.0,0.001
Anaplasma marginale,105.0,0.00018095238095238095,0.00038682515382753945,0.0,0.0,0.0,0.0,0.001
Anderseniella sp. Alg231-50,105.0,0.009733333333333321,0.00434844505070196,0.003,0.006,0.01,0.012,0.023
Aneurinibacillus soli,105.0,0.0007047619047619049,0.0004985326454052915,0.0,0.0,0.001,0.001,0.002
Aneurinibacillus sp. XH2,105.0,0.0007238095238095239,0.0005632194219095412,0.0,0.0,0.001,0.001,0.002
Anoxybacillus amylolyticus,105.0,0.0004476190476190476,0.0004996335653593543,0.0,0.0,0.0,0.001,0.001
Anoxybacillus flavithermus,105.0,0.0011714285714285713,0.0006858058546918881,0.0,0.001,0.001,0.002,0.003
Antarctobacter heliothermus,105.0,0.00530476190476189,0.002179995631275646,0.002,0.003,0.005,0.0069999999999999,0.011
Aquabacterium olei,105.0,0.05227619047619047,0.02270144659830465,0.015,0.039,0.048,0.061,0.161
Aquaspirillum sp. LM1,105.0,0.0069619047619047456,0.002265645643773576,0.002,0.005,0.0069999999999999,0.008,0.015
Aquifex aeolicus,105.0,0.0001238095238095238,0.00033094381626464853,0.0,0.0,0.0,0.0,0.001
Aquiflexum balticum,105.0,0.000980952380952381,0.0007593133586055081,0.0,0.001,0.001,0.001,0.004
Aquimarina sp. AD1,105.0,0.00013333333333333334,0.0003415650255319865,0.0,0.0,0.0,0.0,0.001
Aquimarina sp. AD10,105.0,0.0002095238095238095,0.0004089206735005178,0.0,0.0,0.0,0.0,0.001
Aquimarina sp. BL5,105.0,0.00020952380952380954,0.0004089206735005178,0.0,0.0,0.0,0.0,0.001
Aquitalea magnusonii,105.0,0.0058952380952380775,0.001531237618623773,0.003,0.005,0.006,0.0069999999999999,0.011
Arachidicoccus sp. BS20,105.0,0.0027714285714285705,0.0016713487348266323,0.001,0.002,0.003,0.004,0.011
Arachidicoccus sp. KIS59-12,105.0,0.0024095238095238085,0.0014457845760323463,0.0,0.001,0.002,0.003,0.01
Arcanobacterium haemolyticum,105.0,0.0005809523809523809,0.0004957696499257954,0.0,0.0,0.001,0.001,0.001
Arcanobacterium phocae,105.0,0.00019047619047619048,0.0003945600786669321,0.0,0.0,0.0,0.0,0.001
Archangium gephyra,105.0,0.11283809523809525,0.26572741686408663,0.01,0.0349999999999999,0.05,0.08,2.4410000000000003
Arcticibacterium luteifluviistationis,105.0,0.0004095238095238095,0.0005131958333521068,0.0,0.0,0.0,0.001,0.002
Arenibacter algicola,105.0,0.000761904761904762,0.0005284922225577492,0.0,0.0,0.001,0.001,0.002
Aromatoleum aromaticum,105.0,0.026857142857142843,0.01312764886928215,0.008,0.017,0.027,0.033,0.076
Arsenicicoccus sp. oral taxon 190,105.0,0.03303809523809523,0.02107127273798464,0.005,0.013,0.032,0.049,0.099
Arthrobacter alpinus,105.0,0.05036190476190477,0.04552030903672047,0.006,0.021,0.04,0.064,0.294
Arthrobacter crystallopoietes,105.0,0.017685714285714273,0.011926307609097346,0.003,0.009,0.016,0.023,0.073
Arthrobacter sp. ATCC 21022,105.0,0.0030095238095238057,0.0028096510804972146,0.0,0.001,0.002,0.004,0.018
Arthrobacter sp. DCT-5,105.0,0.018552380952380945,0.013396311886529521,0.002,0.008,0.018,0.025,0.0849999999999999
Arthrobacter sp. ERGS1:01,105.0,0.018295238095238087,0.013903460975822788,0.002,0.008,0.017,0.024,0.09
Arthrobacter sp. FB24,105.0,0.06728571428571428,0.08528636313188487,0.004,0.021,0.033,0.076,0.577
Arthrobacter sp. PAMC 25486,105.0,0.008942857142857133,0.006432831311430351,0.001,0.004,0.008,0.012,0.042
Arthrobacter sp. PGP41,105.0,0.02958095238095237,0.03207916318457684,0.002,0.011,0.019,0.036,0.206
Arthrobacter sp. QXT-31,105.0,0.04946666666666666,0.05360182019488823,0.004,0.018,0.029,0.059,0.346
Arthrobacter sp. Rue61a,105.0,0.010552380952380947,0.010563890739012195,0.001,0.004,0.008,0.013,0.068
Arthrobacter sp. U41,105.0,0.13015238095238096,0.1737782506613828,0.005,0.036,0.055,0.15,1.1820000000000002
Arthrobacter sp. YC-RL1,105.0,0.011533333333333328,0.00617542690312965,0.002,0.006,0.011,0.016,0.032
Arthrobacter sp. YN,105.0,0.01979047619047618,0.020341174252323038,0.002,0.008,0.013,0.024,0.122
Arthrobacter sp. ZXY-2,105.0,0.0038571428571428563,0.003928271716839186,0.0,0.001,0.003,0.004,0.025
Asaia bogorensis,105.0,0.0036380952380952354,0.0017271798352082985,0.001,0.002,0.004,0.005,0.008
Asticcacaulis excentricus,105.0,0.008914285714285696,0.0027704286176104083,0.003,0.0069999999999999,0.009,0.011,0.018
Aurantimicrobium minutum,105.0,0.0007047619047619049,0.0005174606920004333,0.0,0.0,0.001,0.001,0.002
Aurantimicrobium sp. MWH-Mo1,105.0,0.0012952380952380954,0.0006032573363991639,0.0,0.001,0.001,0.002,0.003
Aurantimicrobium sp. MWH-Uga1,105.0,0.0003333333333333334,0.00047366546671567117,0.0,0.0,0.0,0.001,0.001
Auraticoccus monumenti,105.0,0.02937142857142856,0.016340874389829202,0.005,0.0139999999999999,0.029,0.042,0.077
Aureimonas sp. AU20,105.0,0.02465714285714285,0.008875017412148219,0.008,0.018,0.025,0.03,0.047
Aureitalea sp. RR4-38,105.0,0.00035238095238095243,0.0004800030524933463,0.0,0.0,0.0,0.001,0.001
Auritidibacter sp. NML130574,105.0,0.0022952380952380954,0.0011173785386048892,0.001,0.001,0.002,0.003,0.005
Austwickia chelonae,105.0,0.008438095238095225,0.005028617736217007,0.001,0.004,0.009,0.012,0.023
Azoarcus communis,105.0,0.023409523809523804,0.009325002823360297,0.008,0.017,0.023,0.0279999999999999,0.059
Azoarcus olearius,105.0,0.02692380952380952,0.01057818440697577,0.008,0.019,0.027,0.032,0.067
Azoarcus sp. BH72,105.0,0.0038857142857142844,0.0014630992244749942,0.001,0.003,0.004,0.005,0.009
Azoarcus sp. CIB,105.0,0.03108571428571428,0.013691037414838425,0.009,0.021,0.03,0.038,0.083
Azoarcus sp. DN11,105.0,0.031352380952380944,0.014082163399397338,0.01,0.02,0.031,0.039,0.0849999999999999
Azoarcus sp. KH32C,105.0,0.034123809523809515,0.014083333875197772,0.01,0.025,0.033,0.04,0.089
Azoarcus sp. SY39,105.0,0.01818095238095237,0.008665560650756616,0.005,0.012,0.018,0.022,0.052
Azorhizobium caulinodans,105.0,0.03816190476190476,0.016522201735336306,0.011,0.025,0.038,0.048,0.089
Azospira oryzae,105.0,0.015238095238095228,0.005939638375297274,0.005,0.011,0.015,0.018,0.037
Azospirillum brasilense,105.0,0.07492380952380952,0.029537360709035555,0.025,0.052,0.074,0.092,0.151
Azospirillum humicireducens,105.0,0.017038095238095234,0.006255649461338946,0.005,0.012,0.017,0.021,0.032
Azospirillum lipoferum,105.0,0.041104761904761894,0.014552242630184726,0.013,0.029,0.041,0.05,0.076
Azospirillum sp. CFH 70021,105.0,0.03573333333333333,0.01373391833456544,0.011,0.025,0.0349999999999999,0.044,0.0689999999999999
Azospirillum sp. M2T2B2,105.0,0.017476190476190468,0.006434724365167301,0.006,0.012,0.017,0.021,0.032
Azospirillum sp. TSH58,105.0,0.023495238095238083,0.00902680176935055,0.0069999999999999,0.016,0.023,0.029,0.046
Azospirillum thiophilum,105.0,0.035457142857142854,0.012260810435182195,0.012,0.027,0.0349999999999999,0.042,0.066
Azotobacter chroococcum,105.0,0.016019047619047606,0.003189468705397606,0.01,0.0139999999999999,0.015,0.018,0.026
Azotobacter vinelandii,105.0,0.013828571428571418,0.0031208268839460537,0.008,0.012,0.013,0.015,0.025
Bacillus amyloliquefaciens,105.0,0.0022571428571428573,0.0037953123197433446,0.0,0.001,0.001,0.002,0.031
Bacillus anthracis,105.0,0.006780952380952377,0.015601393522806855,0.0,0.001,0.002,0.006,0.141
Bacillus aryabhattai,105.0,0.00021904761904761812,0.000796397566702129,0.0,0.0,0.0,0.0,0.0069999999999999
Bacillus beveridgei,105.0,0.00032380952380952385,0.0004701725970984177,0.0,0.0,0.0,0.001,0.001
Bacillus butanolivorans,105.0,0.005028571428571424,0.011286016827214806,0.0,0.001,0.002,0.003,0.09
Bacillus cellulosilyticus,105.0,5.714285714285714e-05,0.00023322865260427266,0.0,0.0,0.0,0.0,0.001
Bacillus cereus,105.0,0.12534285714285712,0.14844792071576876,0.003,0.018,0.0569999999999999,0.198,0.592
Bacillus circulans,105.0,0.0008761904761904763,0.0007929404635624158,0.0,0.0,0.001,0.001,0.004
Bacillus clausii,105.0,0.0012285714285714287,0.0010584562675565157,0.0,0.0,0.001,0.002,0.004
Bacillus coagulans,105.0,0.0020952380952380953,0.0010965313275875669,0.0,0.001,0.002,0.003,0.005
Bacillus cohnii,105.0,0.00042857142857142855,0.0005345224838248487,0.0,0.0,0.0,0.001,0.002
Bacillus cytotoxicus,105.0,0.00011428571428571428,0.00031968390982000034,0.0,0.0,0.0,0.0,0.001
Bacillus filamentosus,105.0,0.0005809523809523809,0.0007817750067456498,0.0,0.0,0.0,0.001,0.005
Bacillus flexus,105.0,0.0006476190476190477,0.0008877472827867392,0.0,0.0,0.0,0.001,0.005
Bacillus foraminis,105.0,0.001342857142857143,0.0010174305063073515,0.0,0.001,0.001,0.002,0.005
Bacillus glycinifermentans,105.0,0.0014000000000000002,0.0008157111102495876,0.0,0.001,0.001,0.002,0.006
Bacillus gobiensis,105.0,0.0005428571428571429,0.0005375974228091026,0.0,0.0,0.001,0.001,0.002
Bacillus halodurans,105.0,9.523809523809524e-05,0.0002949514146369481,0.0,0.0,0.0,0.0,0.001
Bacillus horikoshii,105.0,0.0004476190476190476,0.0005367450401216937,0.0,0.0,0.0,0.001,0.002
Bacillus infantis,105.0,0.0009523809523809527,0.0006260522278064288,0.0,0.001,0.001,0.001,0.003
Bacillus jeotgali,105.0,0.0011904761904761906,0.0010660426288131662,0.0,0.001,0.001,0.001,0.006
Bacillus kochii,105.0,0.0006857142857142858,0.0006695906573061247,0.0,0.0,0.001,0.001,0.003
Bacillus krulwichiae,105.0,0.0002095238095238095,0.0004089206735005178,0.0,0.0,0.0,0.0,0.001
Bacillus lentus,105.0,0.00035238095238095243,0.0005185214256561329,0.0,0.0,0.0,0.001,0.002
Bacillus licheniformis,105.0,0.010876190476190472,0.01693919853140776,0.0,0.003,0.005,0.012,0.1149999999999999
Bacillus litoralis,105.0,0.0005809523809523809,0.0007041218259559532,0.0,0.0,0.0,0.001,0.003
Bacillus marisflavi,105.0,0.00040952380952380955,0.0005493919382658448,0.0,0.0,0.0,0.001,0.002
Bacillus megaterium,105.0,0.07464761904761905,0.17140875465436753,0.001,0.003,0.01,0.089,1.4529999999999998
Bacillus methanolicus,105.0,0.001085714285714286,0.0009210600677217785,0.0,0.001,0.001,0.001,0.005
Bacillus muralis,105.0,0.0009904761904761905,0.0016495642670300156,0.0,0.0,0.001,0.001,0.011
Bacillus mycoides,105.0,0.001561904761904761,0.0026051864303723664,0.0,0.001,0.001,0.002,0.018
Bacillus oceanisediminis,105.0,0.001628571428571428,0.0011623677994072664,0.0,0.001,0.001,0.002,0.0069999999999999
Bacillus paralicheniformis,105.0,0.0008952380952380953,0.0007585893984612991,0.0,0.001,0.001,0.001,0.005
Bacillus phage BM5,105.0,8.571428571428573e-05,0.00031361066364466713,0.0,0.0,0.0,0.0,0.002
Bacillus pseudofirmus,105.0,0.0002380952380952381,0.0004498677054212188,0.0,0.0,0.0,0.0,0.002
Bacillus pseudomycoides,105.0,0.0006285714285714286,0.0005760799700285819,0.0,0.0,0.001,0.001,0.002
Bacillus pumilus,105.0,0.0006571428571428572,0.0005855400437691201,0.0,0.0,0.001,0.001,0.003
Bacillus safensis,105.0,0.0004095238095238095,0.0008168329800002673,0.0,0.0,0.0,0.001,0.006
Bacillus simplex,105.0,0.023114285714285705,0.05333210793006155,0.0,0.002,0.003,0.015,0.36
Bacillus smithii,105.0,0.0002666666666666667,0.0004654746681256317,0.0,0.0,0.0,0.001,0.002
Bacillus sonorensis,105.0,0.0027142857142857147,0.0044261336785799115,0.0,0.001,0.001,0.003,0.038
Bacillus sp. 1NLA3E,105.0,0.004047619047619044,0.0051987072216616225,0.0,0.001,0.002,0.005,0.031
Bacillus sp. FJAT-18017,105.0,0.0015142857142857135,0.0012642593279670274,0.0,0.001,0.001,0.002,0.0069999999999999
Bacillus sp. FJAT-22090,105.0,0.0005904761904761905,0.0016213434487345902,0.0,0.0,0.0,0.001,0.016
Bacillus sp. FJAT-42376,105.0,0.0005714285714285714,0.0004972451580988472,0.0,0.0,0.001,0.001,0.001
Bacillus sp. FJAT-45348,105.0,0.00010476190476190476,0.0003077152006135618,0.0,0.0,0.0,0.0,0.001
Bacillus sp. IHB B 7164,105.0,0.00035238095238095243,0.0010650113070991708,0.0,0.0,0.0,0.0,0.009
Bacillus sp. OxB-1,105.0,0.0007142857142857144,0.0006311510503450412,0.0,0.0,0.001,0.001,0.003
Bacillus sp. WP8,105.0,4.761904761904762e-05,0.00021398024625545633,0.0,0.0,0.0,0.0,0.001
Bacillus sp. X1(2014),105.0,0.0024571428571428565,0.002587055689941197,0.0,0.001,0.002,0.003,0.0139999999999999
Bacillus sp. Y-01,105.0,0.000980952380952381,0.0025228987920680266,0.0,0.0,0.0,0.001,0.02
Bacillus sp. Y1,105.0,0.001361904761904761,0.0014013990915936133,0.0,0.001,0.001,0.002,0.008
Bacillus subtilis,105.0,0.01778095238095237,0.037013246317101164,0.001,0.004,0.006,0.016,0.314
Bacillus thermoamylovorans,105.0,0.0011523809523809525,0.000948490221158711,0.0,0.0,0.001,0.002,0.004
Bacillus thuringiensis,105.0,0.006590476190476185,0.013338561246147056,0.0,0.002,0.004,0.006,0.123
Bacillus velezensis,105.0,0.0035714285714285683,0.007480560888649405,0.0,0.001,0.001,0.003,0.062
Bacillus weihaiensis,105.0,0.0002857142857142857,0.0005135525910130953,0.0,0.0,0.0,0.001,0.002
Bacillus xiamenensis,105.0,8.571428571428573e-05,0.00031361066364466676,0.0,0.0,0.0,0.0,0.002
Bacterioplanes sanyensis,105.0,0.001161904761904762,0.00041887692161048394,0.0,0.001,0.001,0.001,0.003
Bacteriovorax stolpii,105.0,0.002885714285714283,0.016309102157593257,0.0,0.0,0.0,0.001,0.157
Bacteroidales bacterium CF,105.0,9.523809523809524e-05,0.0002949514146369483,0.0,0.0,0.0,0.0,0.001
Bacteroides caccae,105.0,7.61904761904762e-05,0.00026657507584594445,0.0,0.0,0.0,0.0,0.001
Bacteroides caecimuris,105.0,0.00022857142857142857,0.00042192650784464555,0.0,0.0,0.0,0.0,0.001
Bacteroides cellulosilyticus,105.0,0.0006761904761904763,0.0005094347941825427,0.0,0.0,0.001,0.001,0.002
Bacteroides dorei,105.0,0.00040952380952380857,0.0009970652908105786,0.0,0.0,0.0,0.001,0.0069999999999999
Bacteroides fragilis,105.0,0.001771428571428572,0.0009225502160310299,0.0,0.001,0.002,0.002,0.005
Bacteroides helcogenes,105.0,0.0003333333333333334,0.0004736654667156712,0.0,0.0,0.0,0.001,0.001
Bacteroides heparinolyticus,105.0,0.00037142857142857143,0.0004855041562276122,0.0,0.0,0.0,0.001,0.001
Bacteroides ovatus,105.0,0.0005809523809523809,0.0005147992958603526,0.0,0.0,0.001,0.001,0.002
Bacteroides salanitronis,105.0,0.0007714285714285716,0.0006085471800359198,0.0,0.0,0.001,0.001,0.002
Bacteroides thetaiotaomicron,105.0,0.0009428571428571432,0.0005517205854375965,0.0,0.001,0.001,0.001,0.003
Bacteroides vulgatus,105.0,0.0025523809523809514,0.001351501674640756,0.0,0.001,0.002,0.003,0.0069999999999999
Bacteroides zoogleoformans,105.0,0.0006285714285714286,0.0005049208402760327,0.0,0.0,0.001,0.001,0.002
Bacteroidetes bacterium Omega,105.0,0.002561904761904762,0.0013439594883132098,0.0,0.001,0.003,0.004,0.006
Barnesiella viscericola,105.0,0.0015714285714285717,0.0007449463436684926,0.0,0.001,0.002,0.002,0.004
Bartonella apis,105.0,0.002,0.0009805806756909199,0.0,0.001,0.002,0.003,0.005
Bartonella clarridgeiae,105.0,4.761904761904762e-05,0.00021398024625545633,0.0,0.0,0.0,0.0,0.001
Bartonella quintana,105.0,0.00010476190476190476,0.0003077152006135618,0.0,0.0,0.0,0.0,0.001
Bartonella sp. 'Tel Aviv',105.0,4.761904761904762e-05,0.00021398024625545636,0.0,0.0,0.0,0.0,0.001
Bathymodiolus septemdierum thioautotrophic gill symbiont,105.0,9.523809523809524e-05,0.0002949514146369484,0.0,0.0,0.0,0.0,0.001
Bdellovibrio bacteriovorus,105.0,0.004466666666666664,0.0046864507372659375,0.001,0.002,0.004,0.005,0.029
Bdellovibrio exovorus,105.0,0.0002380952380952381,0.0005637069875081982,0.0,0.0,0.0,0.0,0.003
Beggiatoa leptomitoformis,105.0,0.0006285714285714286,0.0005416701887741224,0.0,0.0,0.001,0.001,0.002
Beijerinckia indica,105.0,0.013076190476190457,0.007186653278681636,0.003,0.0069999999999999,0.013,0.017,0.037
Belliella baltica,105.0,0.0005619047619047619,0.0005174606920004337,0.0,0.0,0.001,0.001,0.002
Bernardetia litoralis,105.0,0.0004095238095238095,0.0005131958333521068,0.0,0.0,0.0,0.001,0.002
Betaproteobacteria bacterium GR16-43,105.0,0.11398095238095236,0.08310546831869048,0.023,0.0699999999999999,0.1,0.1389999999999999,0.58
Beutenbergia cavernae,105.0,0.030704761904761894,0.016412309996277772,0.006,0.016,0.03,0.044,0.077
Bifidobacterium actinocoloniiforme,105.0,0.002,0.001074172311059149,0.0,0.001,0.002,0.003,0.004
Bifidobacterium adolescentis,105.0,0.002466666666666667,0.0013013799382154867,0.0,0.001,0.002,0.003,0.006
Bifidobacterium angulatum,105.0,0.001838095238095238,0.001029598591720706,0.0,0.001,0.002,0.003,0.004
Bifidobacterium animalis,105.0,0.004266666666666659,0.0023503954931795904,0.001,0.002,0.004,0.006,0.009
Bifidobacterium asteroides,105.0,0.0018952380952380952,0.0010088436785575697,0.0,0.001,0.002,0.003,0.004
Bifidobacterium bifidum,105.0,0.006247619047619033,0.0035048893112691907,0.001,0.003,0.006,0.009,0.015
Bifidobacterium breve,105.0,0.002142857142857143,0.0010780018145104908,0.0,0.001,0.002,0.003,0.004
Bifidobacterium catenulatum,105.0,9.523809523809524e-05,0.0002949514146369483,0.0,0.0,0.0,0.0,0.001
Bifidobacterium choerinum,105.0,0.005685714285714275,0.003004209500896147,0.001,0.003,0.006,0.008,0.0139999999999999
Bifidobacterium dentium,105.0,0.0015142857142857145,0.0008217510117272296,0.0,0.001,0.002,0.002,0.003
Bifidobacterium indicum,105.0,0.00016190476190476192,0.0003701301622353104,0.0,0.0,0.0,0.0,0.001
Bifidobacterium kashiwanohense,105.0,0.0006190476190476191,0.0004879500364742661,0.0,0.0,0.001,0.001,0.001
Bifidobacterium longum,105.0,0.03083809523809522,0.0171010142577769,0.006,0.0139999999999999,0.033,0.044,0.066
Bifidobacterium pseudocatenulatum,105.0,0.0006285714285714286,0.0004855041562276122,0.0,0.0,0.001,0.001,0.001
Bifidobacterium pseudolongum,105.0,0.005180952380952369,0.002698934805483274,0.001,0.003,0.005,0.0069999999999999,0.013
Bifidobacterium scardovii,105.0,0.0051428571428571304,0.0026033579330304313,0.001,0.003,0.005,0.0069999999999999,0.011
Bifidobacterium thermophilum,105.0,0.002057142857142857,0.0010904178047936445,0.0,0.001,0.002,0.003,0.004
Blastochloris viridis,105.0,0.04561904761904761,0.023928330871897815,0.011,0.027,0.044,0.06,0.126
Blastococcus saxobsidens,105.0,0.0964095238095238,0.05557508698185091,0.015,0.0559999999999999,0.091,0.125,0.266
Blastomonas fulva,105.0,0.013419047619047613,0.006182762875653305,0.004,0.009,0.012,0.015,0.036
Blastomonas sp. RAC04,105.0,0.010980952380952366,0.005231158410430557,0.003,0.008,0.009,0.012,0.033
Blautia hansenii,105.0,0.0009333333333333336,0.0005593035962878418,0.0,0.001,0.001,0.001,0.003
Bordetella avium,105.0,0.009828571428571407,0.0031269828873887423,0.004,0.0069999999999999,0.009,0.011,0.022
Bordetella bronchialis,105.0,0.02600952380952381,0.007465942207135884,0.009,0.02,0.026,0.031,0.053
Bordetella bronchiseptica,105.0,0.008876190476190465,0.003078133919261547,0.003,0.0069999999999999,0.009,0.01,0.02
Bordetella flabilis,105.0,0.020199999999999992,0.006632379779420167,0.008,0.015,0.02,0.023,0.047
Bordetella genomosp. 13,105.0,0.024066666666666656,0.00834965069129641,0.008,0.018,0.023,0.0279999999999999,0.059
Bordetella genomosp. 6,105.0,0.0028571428571428554,0.00106904496764969,0.001,0.002,0.003,0.003,0.0069999999999999
Bordetella genomosp. 8,105.0,0.024257142857142845,0.007403258860680323,0.009,0.019,0.024,0.0279999999999999,0.051
Bordetella genomosp. 9,105.0,0.01976190476190475,0.006514073240542375,0.0069999999999999,0.015,0.019,0.023,0.047
Bordetella hinzii,105.0,0.013819047619047608,0.004198857336276492,0.005,0.011,0.0139999999999999,0.016,0.029
Bordetella holmesii,105.0,0.006828571428571403,0.0023552606537818087,0.002,0.005,0.0069999999999999,0.008,0.015
Bordetella parapertussis,105.0,0.002057142857142857,0.002311462122306385,0.0,0.001,0.001,0.002,0.012
Bordetella pertussis,105.0,0.0796190476190476,0.029175655339149863,0.027,0.059,0.076,0.095,0.1949999999999999
Bordetella petrii,105.0,0.0179047619047619,0.006029612517088236,0.006,0.013,0.017,0.021,0.041
Bordetella pseudohinzii,105.0,0.011180952380952361,0.0035808812634197562,0.004,0.009,0.011,0.013,0.025
Bordetella sp. H567,105.0,0.02192380952380952,0.006894389076096648,0.008,0.017,0.022,0.026,0.047
Bordetella sp. HZ20,105.0,0.002866666666666667,0.0011524778211337205,0.001,0.002,0.003,0.004,0.006
Bordetella sp. N,105.0,0.022123809523809518,0.005789073325098754,0.009,0.018,0.022,0.025,0.043
