feature,variance
Halotalea alkalilenta,1.3268864468864448e-05
Paracoccus contaminans,1.3293589743589778e-05
Pseudomonas sp. R4-34-07,1.3307326007325973e-05
Citrobacter rodentium,1.3385164835164774e-05
Rubrobacter indicoceani,1.3433150183150145e-05
Nakamurella sp. s14-144,1.3507326007325974e-05
Rhizobium phage RHEph10,1.3589743589743563e-05
Geobacillus thermoleovorans,1.3597985347985285e-05
Pseudomonas sabulinigri,1.3671611721611694e-05
Vogesella sp. LIG4,1.3701831501831496e-05
Cnuibacter physcomitrellae,1.3707326007325959e-05
Pseudomonas guangdongensis,1.3839743589743652e-05
Porphyrobacter HT-58-2,1.3889743589743616e-05
Acidiferrobacter sp. SPIII_3,1.3913919413919383e-05
Citrobacter freundii,1.398040293040291e-05
Deinococcus actinosclerus,1.4047985347985286e-05
Nitratireductor basaltis,1.4077472527472533e-05
Delftia tsuruhatensis,1.4097435897435921e-05
Mycobacterium sp. PYR15,1.4143406593406623e-05
Thermus thermophilus,1.4194505494505439e-05
Sulfuricella denitrificans,1.4321062271062278e-05
Bacillus amyloliquefaciens,1.4404395604395584e-05
Methylocaldum marinum,1.444450549450551e-05
Rhodobacter capsulatus,1.453809523809522e-05
Thioalkalivibrio sp. K90mix,1.4544505494505492e-05
Chromobacterium violaceum,1.4552197802197804e-05
Acinetobacter bereziniae,1.456282051282046e-05
Burkholderia diffusa,1.4586996336996351e-05
Deinococcus ficus,1.468186813186809e-05
Corynebacterium sp. ATCC 6931,1.472490842490838e-05
Pseudomonas sp. FGI182,1.4724908424908391e-05
Methylomicrobium album,1.4795787545787503e-05
Burkholderia sp. BDU8,1.4821062271062287e-05
Desulfovibrio magneticus,1.4832051282051239e-05
Microvirgula aerodenitrificans,1.4870512820512841e-05
Mycobacterium sp. WY10,1.4893406593406614e-05
Thioclava nitratireducens,1.4894139194139137e-05
Acidihalobacter ferrooxidans,1.4908974358974353e-05
Flavisolibacter tropicus,1.4989560439560421e-05
Marinithermus hydrothermalis,1.5002197802197805e-05
Burkholderia sp. LA-2-3-30-S1-D2,1.5044505494505558e-05
Paracoccus yeei,1.5079304029304095e-05
Deinococcus gobiensis,1.5115018315018254e-05
Yangia sp. CCB-MM3,1.5238095238095234e-05
Candidatus Nitrospira inopinata,1.536776556776551e-05
Candidatus Filomicrobium marinum,1.5428021978021967e-05
Arthrobacter sp. ZXY-2,1.5431318681318668e-05
Burkholderia sp. MSMB0856,1.547106227106229e-05
Burkholderia sp. JP2-270,1.5667216117216175e-05
Paracoccus sp. SC2-6,1.5688095238095204e-05
Xanthomonas vesicatoria,1.5693589743589785e-05
Corynebacterium vitaeruminis,1.5778754578754522e-05
Mycobacteroides immunogenum,1.5780769230769232e-05
Geobacter sp. M21,1.5865018315018306e-05
Alkalilimnicola ehrlichii,1.6010073260073244e-05
Burkholderia phage KS14,1.6040293040292995e-05
Bordetella trematum,1.6053479853479814e-05
Erythrobacter sp. YH-07,1.6094688644688632e-05
Brevirhabdus pacifica,1.6124908424908417e-05
Gloeobacter violaceus,1.6193589743589733e-05
Halomonas beimenensis,1.6290293040293032e-05
Glutamicibacter nicotianae,1.629029304029305e-05
Geobacter metallireducens,1.6306227106227043e-05
Hymenobacter sedentarius,1.6348351648351646e-05
Altererythrobacter namhicola,1.6453846153846155e-05
Hoyosella subflava,1.646336996336994e-05
Burkholderia sp. BDU6,1.6566483516483535e-05
Victivallales bacterium CCUG 44730,1.6779304029303984e-05
Klebsiella sp. M5al,1.6832967032966993e-05
Kocuria sp. BT304,1.692271062271057e-05
Escherichia fergusonii,1.6982600732600682e-05
Stenotrophomonas sp. Pemsol,1.6985714285714273e-05
Paracoccus aminovorans,1.702655677655681e-05
Chromobacterium sp. ATCC 53434,1.7046703296703304e-05
Corynebacterium halotolerans,1.7192857142857113e-05
Cellvibrio japonicus,1.7309890109890095e-05
Olsenella sp. Marseille-P2300,1.7348534798534752e-05
Zhihengliuella sp. ISTPL4,1.740622710622703e-05
Dechloromonas sp. HYN0024,1.755347985347986e-05
Dietzia timorensis,1.7575457875457832e-05
Sphingorhabdus sp. YGSMI21,1.7578754578754634e-05
Geobacter bemidjiensis,1.759853479853476e-05
Halorhodospira halophila,1.7615934065933985e-05
Bordetella hinzii,1.7630402930402923e-05
Kosakonia cowanii,1.7644139194139107e-05
Rubinisphaera brasiliensis,1.7674908424908394e-05
Enterobacteriaceae bacterium strain FGI 57,1.7713369963370013e-05
Mycobacteroides saopaulense,1.7931318681318644e-05
Pseudomonas alcaliphila,1.7983150183150167e-05
Burkholderia sp. NRF60-BP8,1.8021062271062292e-05
Flavobacterium sp. HYN0056,1.8053479853479808e-05
Burkholderia seminalis,1.807271062271061e-05
Pandoraea sputorum,1.8245787545787596e-05
Chromobacterium vaccinii,1.8259523809523882e-05
Deinococcus maricopensis,1.8309890109890058e-05
Niveispirillum cyanobacteriorum,1.8348351648351694e-05
Mycetocola sp. 449,1.838974358974357e-05
Methylobacterium sp. AMS5,1.8470329670329678e-05
Paracoccus zhejiangensis,1.8509523809523824e-05
Desulfovibrio sp. FW1012B,1.8553479853479837e-05
Aeromonas hydrophila,1.856007326007328e-05
Streptomyces albidoflavus,1.860952380952378e-05
Actinomyces sp. oral taxon 414,1.86095238095238e-05
Hymenobacter sp. APR13,1.8622710622710648e-05
Pseudomonas sp. R2A2,1.8697252747252798e-05
Bradymonas sediminis,1.873901098901098e-05
Anderseniella sp. Alg231-50,1.8908974358974366e-05
Actinomyces sp. Z16,1.8938095238095175e-05
Thalassococcus sp. SH-1,1.9131318681318656e-05
Pedobacter steynii,1.9171611721611703e-05
Burkholderia pseudomultivorans,1.9362087912087903e-05
Sphingomonas sp. YZ-8,1.9393406593406654e-05
Wenzhouxiangella marina,1.950219780219783e-05
Bacillus sonorensis,1.959065934065932e-05
Rhodococcus sp. YL-1,1.960952380952379e-05
Ahniella affigens,1.9738461538461525e-05
Corynebacterium xerosis,1.9951831501831462e-05
Agrobacterium vitis,1.996758241758244e-05
Trichormus variabilis,1.9995787545787543e-05
Acinetobacter sp. ACNIH2,2.0175274725274765e-05
Paenibacillus mucilaginosus,2.0211172161172163e-05
Porphyrobacter sp. LM 6,2.0259523809523883e-05
Segniliparus rotundus,2.0289743589743553e-05
Dietzia sp. oral taxon 368,2.04023809523809e-05
Thermobacillus composti,2.0408974358974348e-05
Tessaracoccus sp. Marseille-P5995,2.0562820512820472e-05
Labrenzia sp. VG12,2.065238095238098e-05
Thiohalobacter thiocyanaticus,2.0656043956043947e-05
Pandoraea faecigallinarum,2.0742307692307735e-05
Methylococcus capsulatus,2.0763369963369935e-05
Pseudomonas sihuiensis,2.0799999999999926e-05
Defluviimonas alba,2.0808241758241774e-05
Marinovum algicola,2.0848534798534807e-05
Pantoea stewartii,2.0917216117216116e-05
Agrobacterium sp. RAC06,2.1011538461538466e-05
Pandoraea norimbergensis,2.1230402930402953e-05
Hoeflea phototrophica,2.1271611721611774e-05
Comamonadaceae bacterium A1,2.131501831501833e-05
Hydrogenophaga crassostreae,2.1447252747252804e-05
Sideroxydans lithotrophicus,2.1905128205128176e-05
Porphyrobacter neustonensis,2.1944688644688706e-05
Bdellovibrio bacteriovorus,2.1962820512820452e-05
Pararhodospirillum photometricum,2.20023809523809e-05
Flavobacterium anhuiense,2.2173626373626296e-05
Streptomyces pratensis,2.227106227106223e-05
Salinisphaera sp. LB1,2.2450549450549485e-05
Streptomyces cavourensis,2.2457326007326005e-05
Chryseobacterium gallinarum,2.265989010989006e-05
Methylotenera versatilis,2.267545787545783e-05
Altererythrobacter marensis,2.284578754578761e-05
Corynebacterium frankenforstense,2.2970329670329655e-05
Slackia heliotrinireducens,2.3017765567765533e-05
Pandoraea oxalativorans,2.314285714285717e-05
Pelagibaca abyssi,2.3178205128205136e-05
Pandoraea apista,2.3224908424908447e-05
Novosphingobium tardaugens,2.3240293040293075e-05
Actinoplanes sp. SE50/110,2.3290659340659245e-05
Gluconobacter oxydans,2.35205128205128e-05
Achromobacter sp. B7,2.4205677655677733e-05
Neorhizobium sp. SOG26,2.4240293040293106e-05
Fimbriimonas ginsengisoli,2.454999999999997e-05
Thioalkalivibrio sulfidiphilus,2.4559523809523795e-05
Pandoraea vervacti,2.468186813186816e-05
Flavobacterium sp. HYN0086,2.473205128205125e-05
Burkholderia metallica,2.482106227106233e-05
Streptomyces sp. CFMR 7,2.5008241758241723e-05
Thiocystis violascens,2.510219780219783e-05
Rhodococcus sp. WMMA185,2.52326007326007e-05
Pseudomonas sp. LTJR-52,2.5258241758241696e-05
Austwickia chelonae,2.528699633699626e-05
Martelella endophytica,2.5302197802197808e-05
Celeribacter indicus,2.5341941391941414e-05
Yangia pacifica,2.5348534798534808e-05
Truepera radiovictrix,2.5354945054945042e-05
Xanthomonas phaseoli,2.5546153846153938e-05
Acidovorax cattleyae,2.562912087912087e-05
Achromobacter insolitus,2.595109890109894e-05
Comamonas aquatica,2.5983150183150192e-05
Altererythrobacter atlanticus,2.5997252747252752e-05
Comamonadaceae bacterium B1,2.6044505494505544e-05
Rhodobacter sp. LPB0142,2.613040293040294e-05
Desulfarculus baarsii,2.6144688644688595e-05
Nitrospira defluvii,2.6192857142857087e-05
Citrobacter braakii,2.663315018315009e-05
Alicyclobacillus acidocaldarius,2.6803479853479814e-05
Kiritimatiella glycovorans,2.6976556776556745e-05
Rhizobium sp. NT-26,2.6992307692307748e-05
Bacillus sp. 1NLA3E,2.7026556776556705e-05
Plantactinospora sp. BB1,2.712490842490846e-05
Plantactinospora sp. BC1,2.728901098901098e-05
Blastomonas sp. RAC04,2.7365018315018352e-05
[Pseudomonas] mesoacidophila,2.7402380952380955e-05
Sagittula sp. P11,2.7436446886446955e-05
Rhodococcus sp. P1Y,2.7449999999999935e-05
Paraburkholderia rhizoxinica,2.7540842490842553e-05
Thiomonas arsenitoxydans,2.7648351648351693e-05
Dietzia psychralcaliphila,2.7763369963369922e-05
Hoeflea sp. IMCC20628,2.776336996337004e-05
Actinomyces radicidentis,2.7923076923076866e-05
Geobacter pickeringii,2.797802197802195e-05
Oceanithermus profundus,2.8073626373626348e-05
Pseudomonas sp. R3-18-08,2.8105677655677655e-05
Erythrobacter flavus,2.8194688644688645e-05
Frateuria aurantia,2.826336996337003e-05
Paenibacillus sp. FSL H7-0357,2.850879120879115e-05
Dechloromonas aromatica,2.879725274725277e-05
Altererythrobacter epoxidivorans,2.8962087912087927e-05
Acidovorax citrulli,2.9229304029304073e-05
Brachybacterium sp. VR2415,2.9246703296703323e-05
Acidipropionibacterium virtanenii,2.939194139194141e-05
Komagataeibacter nataicola,2.966117216117215e-05
Mycobacterium canettii,2.982106227106228e-05
Rhodovulum sulfidophilum,2.9925457875457925e-05
Dietzia lutea,3.004853479853478e-05
Geobacter uraniireducens,3.052930402930399e-05
Steroidobacter denitrificans,3.059743589743604e-05
Pseudomonas sp. Lz4W,3.074029304029302e-05
Lactobacillus delbrueckii,3.113131868131864e-05
Ralstonia mannitolilytica,3.130622710622707e-05
Desulfuromonas soudanensis,3.1628205128205094e-05
Allochromatium vinosum,3.214230769230778e-05
Streptomyces malaysiensis,3.2205677655677585e-05
Brachybacterium faecium,3.223589743589744e-05
Microcella alkaliphila,3.226886446886455e-05
Actinobacteria bacterium IMCC26256,3.242032967032967e-05
Rhodobacter sp. CZR27,3.26150183150184e-05
Salinibacter ruber,3.269084249084247e-05
Bordetella sp. N,3.351336996336996e-05
Rhodococcus sp. B7740,3.353699633699635e-05
Brachybacterium sp. VM2412,3.430952380952377e-05
Pseudomonas sp. LPH1,3.4398351648351624e-05
Pseudomonas sp. TMW 2.1634,3.465879120879118e-05
Flavobacterium gilvum,3.475494505494496e-05
Limnochorda pilosa,3.47787545787546e-05
Orrella dioscoreae,3.492912087912096e-05
Chryseobacterium sp. StRB126,3.4947252747252736e-05
Caulobacteraceae bacterium OTSz_A_272,3.4977472527472555e-05
Azospira oryzae,3.5279304029304023e-05
Nitratireductor sp. OM-1,3.5285714285714335e-05
Pseudomonas balearica,3.536538461538468e-05
Achromobacter sp. AONIH1,3.538315018315018e-05
Brevibacterium aurantiacum,3.575219780219781e-05
Thermaerobacter marianensis,3.606007326007328e-05
Actinoalloteichus sp. ADI127-7,3.6296703296703264e-05
Bordetella petrii,3.635622710622713e-05
Acidovorax sp. 1608163,3.639963369963374e-05
Pelobacter propionicus,3.6436446886446835e-05
Achromobacter sp. MFA1 R4,3.660439560439572e-05
Martelella sp. AD-3,3.685494505494507e-05
Croceicoccus naphthovorans,3.6943589743589794e-05
Devosia sp. I507,3.702875457875457e-05
Sinorhizobium americanum,3.71241758241759e-05
Rhodoferax saidenbachensis,3.7128754578754584e-05
Verrucomicrobia bacterium IMCC26134,3.728809523809522e-05
Desulfuromonas sp. DDH964,3.733644688644686e-05
Pseudomonas oryzae,3.7534249084249114e-05
Isosphaera pallida,3.763589743589739e-05
Pedobacter sp. G11,3.7671611721611644e-05
Thioalkalivibrio nitratireducens,3.7848351648351647e-05
Arthrobacter sp. YC-RL1,3.8135897435897466e-05
Blastomonas fulva,3.822655677655673e-05
Salipiger profundus,3.8336446886447e-05
Burkholderia vietnamiensis,3.859194139194133e-05
Chryseobacterium arthrosphaerae,3.867362637362635e-05
Martelella mediterranea,3.878901098901101e-05
Pandoraea pulmonicola,3.9000549450549484e-05
Rhodoferax ferrireducens,3.9032600732600785e-05
Pluralibacter gergoviae,3.906007326007325e-05
Azospirillum humicireducens,3.9133150183150183e-05
Rathayibacter tritici,3.9149633699633716e-05
Altererythrobacter mangrovi,3.918260073260083e-05
Marinobacter sp. LQ44,3.9332967032966936e-05
Rhizobium sp. NXC14,3.938956043956049e-05
Actinomyces oris,3.951978021978022e-05
Serratia sp. P2ACOL2,3.955622710622695e-05
Pseudogulbenkiania sp. NH8B,3.957545787545787e-05
Streptomyces sp. Sge12,3.963956043956045e-05
Nitrospira japonica,3.9701098901098857e-05
Kocuria palustris,4.050238095238096e-05
Pseudomonas sp. Os17,4.050512820512816e-05
Microbacterium sp. PM5,4.0575457875457916e-05
Propionibacterium freudenreichii,4.070183150183149e-05
Enterobacter hormaechei,4.089798534798528e-05
Corynebacterium sphenisci,4.0923626373626375e-05
Symbiobacterium thermophilum,4.097161172161177e-05
Gordonia rubripertincta,4.1013369963370054e-05
Stenotrophomonas sp. ZAC14A_NAIMI4_1,4.1375457875457956e-05
Arthrobacter sp. PAMC 25486,4.138131868131873e-05
Azospirillum sp. M2T2B2,4.1405677655677714e-05
Pseudomonas xanthomarina,4.153809523809521e-05
Chryseobacterium joostei,4.1572710622710566e-05
Brevundimonas diminuta,4.1597985347985376e-05
Streptomyces sp. 2114.2,4.168644688644689e-05
Thioalkalivibrio paradoxus,4.173846153846153e-05
Mycobacteroides chelonae,4.189743589743595e-05
Burkholderia sp. IDO3,4.2347985347985374e-05
Gordonia sp. KTR9,4.2372710622710714e-05
Bordetella genomosp. 9,4.243315018315023e-05
Pseudomonas pohangensis,4.307655677655676e-05
Pirellula staleyi,4.328571428571433e-05
Chelativorans sp. BNC1,4.3447435897435943e-05
Mesorhizobium huakuii,4.3733150183150146e-05
Bordetella flabilis,4.398846153846151e-05
Gordonia sp. 1D,4.4235714285714356e-05
Simplicispira suum,4.436666666666671e-05
Methylobacterium oryzae,4.475952380952386e-05
Citromicrobium sp. JL477,4.4817216117216186e-05
Chryseobacterium lactis,4.5321062271062196e-05
Stenotrophomonas sp. ESTM1D_MKCIP4_1,4.5878754578754587e-05
Clostridium saccharobutylicum,4.619999999999996e-05
Ensifer sojae,4.669358974358974e-05
Erythrobacter sp. HL-111,4.6798534798534804e-05
Herminiimonas arsenicoxydans,4.702930402930414e-05
Chryseobacterium piperi,4.74710622710622e-05
Bordetella sp. H567,4.75326007326008e-05
Burkholderia oklahomensis,4.786501831501842e-05
Pseudoflavitalea sp. 5GH32-13,4.7912637362637445e-05
Tsukamurella paurometabola,4.807655677655682e-05
Rhizobium sp. ACO-34A,4.83483516483516e-05
Sphingopyxis granuli,4.835109890109893e-05
Marichromatium purpuratum,4.8644139194139305e-05
Chryseobacterium nakagawai,4.899084249084238e-05
Porphyrobacter sp. CACIAM 03H1,4.899853479853491e-05
Burkholderia territorii,4.9678205128205194e-05
Magnetospirillum sp. XM-1,4.995384615384614e-05
Pandoraea thiooxydans,5.019999999999999e-05
Microbacterium sp. XT11,5.026886446886459e-05
Brachybacterium ginsengisoli,5.060567765567774e-05
Saccharomonospora viridis,5.070183150183152e-05
Gordonia terrae,5.098315018315027e-05
Sphingomonas sp. JJ-A5,5.09996336996337e-05
Mycobacterium haemophilum,5.1348534798534874e-05
Stappia sp. ES.058,5.1429120879120913e-05
Pseudomonas psychrotolerans,5.153424908424904e-05
Tessaracoccus flavus,5.156501831501831e-05
Acidihalobacter prosperus,5.161501831501843e-05
Beijerinckia indica,5.1647985347985546e-05
Cryobacterium sp. GCJ02,5.181282051282059e-05
Methylobacterium phyllosphaerae,5.1901098901098963e-05
Gordonia sp. YC-JH1,5.2091941391941485e-05
Microbacterium sp. LKL04,5.229358974358978e-05
Clostridium sp. DL-VIII,5.249029304029294e-05
Plautia stali symbiont,5.251007326007321e-05
Desulfovibrio vulgaris,5.258516483516491e-05
Brevundimonas sp. LM2,5.2967582417582474e-05
Pelagibacterium halotolerans,5.303901098901104e-05
Thauera aromatica,5.314615384615396e-05
Thiomonas intermedia,5.3226556776556854e-05
Propionibacterium acidifaciens,5.3341941391941454e-05
Castellaniella defragrans,5.3841941391941534e-05
Brachybacterium sp. P6-10-X1,5.4230402930403e-05
Cryobacterium sp. LW097,5.454853479853491e-05
Rubrobacter radiotolerans,5.455347985347991e-05
Actinoalloteichus sp. GBA129-24,5.46556776556777e-05
Bordetella genomosp. 8,5.4808241758241736e-05
Sphingopyxis sp. 113P3,5.52249084249085e-05
Sinorhizobium sp. RAC02,5.524963369963368e-05
Pseudomonas saudiphocaensis,5.526373626373627e-05
Comamonas testosteroni,5.5325457875457875e-05
Methylobacterium sp. DM1,5.5674358974359016e-05
Bordetella bronchialis,5.5740293040293e-05
Thioflavicoccus mobilis,5.586208791208789e-05
Bacillus velezensis,5.59587912087912e-05
Brevundimonas subvibrioides,5.631593406593404e-05
Burkholderia contaminans,5.655952380952388e-05
Brachybacterium saurashtrense,5.686117216117218e-05
Paucibacter sp. KCTC 42545,5.714230769230769e-05
Magnetospirillum magneticum,5.7544505494505456e-05
Sphingobium indicum,5.820732600732602e-05
Mycobacterium chimaera,5.872490842490845e-05
Immundisolibacter cernigliae,5.877435897435913e-05
Gordonia phthalatica,5.8810073260073275e-05
Acidipropionibacterium acidipropionici,5.885128205128205e-05
Streptomyces autolyticus,5.9086996336996464e-05
Jeongeupia sp. USM3,5.939963369963372e-05
Rhodococcus coprophilus,5.948131868131874e-05
Rahnella sp. Y9602,5.988315018315013e-05
Melaminivora sp. SC2-7,6.00023809523809e-05
Ereboglobus luteus,6.028846153846149e-05
Granulibacter bethesdensis,6.10274725274725e-05
Candidatus Promineofilum breve,6.132106227106231e-05
Comamonas serinivorans,6.141721611721611e-05
Streptomyces virus Sujidade,6.165879120879108e-05
Rhodococcus aetherivorans,6.199358974358975e-05
Indioceanicola profundi,6.231007326007317e-05
Tessaracoccus flavescens,6.244084249084248e-05
Rhizobium sp. CIAT894,6.244450549450553e-05
Pseudomonas sp. St29,6.334670329670328e-05
Plantibacter flavus,6.350219780219775e-05
Acidiphilium cryptum,6.35928571428572e-05
Croceicoccus marinus,6.360567765567772e-05
Altererythrobacter dongtanensis,6.363131868131873e-05
Microbacterium sp. BH-3-3-3,6.365897435897438e-05
Pandoraea pnomenusa,6.367802197802199e-05
Altererythrobacter sp. NS1,6.382930402930412e-05
Chloracidobacterium thermophilum,6.384853479853478e-05
Gordonia iterans,6.393901098901106e-05
Stenotrophomonas sp. SAU14A_NAIMI4_5,6.404029304029304e-05
Sulfuricaulis limicola,6.566978021978045e-05
Gordonia polyisoprenivorans,6.611117216117223e-05
Roseomonas gilardii,6.627930402930417e-05
Brevundimonas vesicularis,6.631923076923076e-05
Magnetospirillum sp. ME-1,6.639230769230765e-05
Tessaracoccus aquimaris,6.645567765567773e-05
Serratia marcescens,6.664743589743577e-05
Methyloversatilis sp. RAC08,6.67060439560439e-05
Cedecea neteri,6.678901098901113e-05
Rhizobium tropici,6.704725274725278e-05
Paraoerskovia marina,6.711776556776572e-05
Klebsiella pneumoniae,6.720512820512812e-05
Burkholderia stagnalis,6.914615384615392e-05
Burkholderia pyrrocinia,6.950238095238098e-05
Bordetella genomosp. 13,6.971666666666661e-05
Frondihabitans sp. 762G35,6.982142857142848e-05
Microbacterium testaceum,7.019413919413915e-05
Acidothermus cellulolyticus,7.058571428571433e-05
Janthinobacterium sp. Marseille,7.059029304029322e-05
Mucilaginibacter sp. PAMC 26640,7.110989010989008e-05
Rhodothermus marinus,7.121117216117218e-05
Candidatus Thiodictyon syntrophicum,7.131373626373639e-05
Chromobacterium rhizoryzae,7.147930402930383e-05
Novosphingobium pentaromativorans,7.152161172161171e-05
Crenobacter sp. K1W11S-77,7.170567765567766e-05
Achromobacter denitrificans,7.176593406593408e-05
Streptomyces sp. MOE7,7.209853479853472e-05
Xanthomonas sacchari,7.230219780219788e-05
Luteimonas sp. JM171,7.245824175824189e-05
Streptomyces sp. M56,7.25100732600733e-05
Ottowia oryzae,7.278901098901105e-05
Thauera chlorobenzoica,7.29551282051282e-05
Paenarthrobacter aurescens,7.333846153846152e-05
Deinococcus radiodurans,7.386776556776549e-05
Streptomyces sp. 3211,7.406373626373635e-05
Acidovorax sp. RAC01,7.414340659340655e-05
Saccharomonospora glauca,7.439963369963387e-05
Streptomyces bacillaris,7.508186813186813e-05
Azoarcus sp. SY39,7.50919413919414e-05
Clostridium saccharoperbutylacetonicum,7.522802197802203e-05
Streptomyces virus phiBT1,7.527106227106215e-05
Actinoalloteichus hymeniacidonis,7.536117216117227e-05
Paenibacillus odorifer,7.583186813186833e-05
Pseudomonas sp. A214,7.600952380952384e-05
Microbacterium chocolatum,7.603699633699636e-05
Kitasatospora albolonga,7.629029304029311e-05
Acidimicrobium ferrooxidans,7.685622710622719e-05
Geobacter sp. M18,7.70946886446886e-05
Gordonia sp. MMS17-SY073,7.752930402930401e-05
Amycolatopsis japonica,7.798296703296709e-05
Methylobacterium sp. XJLW,7.812820512820508e-05
Gluconacetobacter diazotrophicus,7.831007326007342e-05
Burkholderia dolosa,7.836501831501837e-05
Nitrospirillum amazonense,7.868186813186816e-05
Aureimonas sp. AU20,7.876593406593406e-05
Pannonibacter phragmitetus,7.894468864468866e-05
Pseudomonas oryzihabitans,8.00133699633699e-05
Pantoea sp. At-9b,8.014194139194118e-05
Microbacterium aurum,8.015567765567759e-05
Cryobacterium arcticum,8.021007326007325e-05
Burkholderia glumae,8.06034798534799e-05
Verrucomicrobium spinosum,8.125238095238097e-05
Sphingopyxis alaskensis,8.131721611721601e-05
Novosphingobium sp. THN1,8.139798534798548e-05
Azospirillum sp. TSH58,8.148315018315025e-05
Micrococcus luteus,8.238315018315022e-05
Streptomyces koyangensis,8.240989010989023e-05
Parvibaculum lavamentivorans,8.26287545787547e-05
Salinispora arenicola,8.270109890109882e-05
Pseudomonas amygdali,8.279029304029303e-05
Spirosoma pollinicola,8.285622710622714e-05
Methylobacterium radiotolerans,8.300879120879121e-05
Brevundimonas sp. DS20,8.330732600732601e-05
Rhizobium phaseoli,8.337032967032965e-05
Flavobacterium johnsoniae,8.346153846153845e-05
Pectobacterium carotovorum,8.454798534798544e-05
Rhizobium sp. 11515TR,8.456776556776542e-05
Sinorhizobium medicae,8.502527472527471e-05
Halomonas elongata,8.533205128205139e-05
Phycisphaera mikurensis,8.629084249084253e-05
Burkholderia mallei,8.656721611721614e-05
Thauera humireducens,8.690512820512811e-05
Azoarcus communis,8.695567765567757e-05
Burkholderia thailandensis,8.812490842490848e-05
Pseudomonas sp. CCOS 191,8.879615384615371e-05
Rahnella sp. ERMR1:05,8.936117216117221e-05
Rhodomicrobium vannielii,8.97935897435898e-05
Devosia sp. H5989,9.027802197802197e-05
Pseudomonas sp. s211(2017),9.121007326007311e-05
Acidovorax sp. T1,9.146007326007326e-05
Novosphingobium sp. PP1Y,9.154084249084256e-05
Acinetobacter sp. ADP1,9.180732600732596e-05
Burkholderiales bacterium GJ-E10,9.22175824175825e-05
Thiomonas sp. X19,9.23073260073261e-05
[Enterobacter] lignolyticus,9.258846153846191e-05
Curtobacterium sp. MR_MD2014,9.285952380952374e-05
Mycolicibacter terrae,9.323260073260071e-05
Agrococcus carbonis,9.336117216117215e-05
Streptomyces sp. S8,9.37549450549451e-05
Mucilaginibacter paludis,9.377161172161167e-05
Actinoalloteichus hoggarensis,9.379029304029297e-05
Burkholderia stabilis,9.435128205128209e-05
Chryseobacterium shandongense,9.525604395604374e-05
Brevundimonas sp. GW460-12-10-14-LB2,9.58012820512821e-05
Mycobacteroides abscessus,9.593809523809519e-05
Sphingopyxis sp. FD7,9.660952380952384e-05
Roseateles depolymerans,9.959029304029308e-05
Agrococcus jejuensis,9.993901098901098e-05
Mesorhizobium sp. WSM1497,0.00010002435897435898
Salinispora tropica,0.00010005439560439568
Pseudomonas sp. 09C 129,0.00010064963369963368
Rhodospirillum centenum,0.00010122930402930399
Rhodococcus sp. H-CA8f,0.0001012972527472527
Burkholderia sp. Bp7605,0.00010257271062271064
Nitrospira moscoviensis,0.00010330732600732604
Streptomyces coelicolor,0.00010410109890109879
Micromonospora sp. L5,0.00010605732600732604
Melaminivora sp. SC2-9,0.00010646666666666676
Pseudomonas sp. MRSN12121,0.00010697307692307691
Methylobacterium sp. C1,0.00010803974358974367
Methylocystis sp. SC2,0.00010858644688644713
Pseudomonas sp. M30-35,0.0001088556776556776
Solimonas sp. K1W22B-7,0.00010890604395604395
Methyloceanibacter caenitepidi,0.00011105219780219789
Shinella sp. HZN7,0.00011118901098901101
Actinopolyspora erythraea,0.00011154029304029311
Arthrobacter sp. Rue61a,0.00011159578754578755
Azoarcus olearius,0.00011189798534798532
Herbaspirillum sp. meg3,0.00011445567765567764
Methylobacterium sp. 17Sr1-1,0.00011471391941391933
Gryllotalpicola sp. 2DFW10M-5,0.00011480989010989
Methyloceanibacter sp. wino2,0.00011640439560439567
Methylobacterium sp. 17Sr1-28,0.00011653424908424915
Mycobacterium sp. MS1601,0.00011676593406593393
Saccharomonospora cyanea,0.00011845109890109873
Georgenia sp. ZLJ0423,0.00011893644688644697
Kocuria flava,0.0001193172161172162
Sulfuritalea hydrogenivorans,0.00011950732600732607
Streptomyces virus Izzy,0.00012003424908424918
Alcanivorax sp. N3-2A,0.0001201120879120881
Cronobacter universalis,0.00012013516483516472
Pseudomonas alcaligenes,0.00012067912087912094
Streptomyces sp. 11-1-2,0.0001207851648351649
Thauera sp. MZ1T,0.00012111593406593408
Frondihabitans sp. PAMC 28766,0.00012127655677655694
Tistrella mobilis,0.00012246391941391944
Acidovorax sp. KKS102,0.00012272930402930382
Verminephrobacter eiseniae,0.00012305347985347987
Chryseobacterium sp. T16E-39,0.0001232521978021975
Burkholderia lata,0.00012359578754578737
Candidatus Accumulibacter phosphatis,0.00012388699633699628
Cupriavidus oxalaticus,0.00012395732600732588
Sphingomonas sp. KC8,0.00012519468864468869
Hyphomicrobium sp. MC1,0.00012596666666666667
Serratia liquefaciens,0.0001259826007326004
Microbacterium sp. 10M-3C3,0.00012625128205128198
Xylanimonas cellulosilytica,0.00012665238095238093
Rubrobacter xylanophilus,0.000126740293040293
Sphaerobacter thermophilus,0.00012693260073260066
Bacillus butanolivorans,0.00012737417582417567
Thiobacillus denitrificans,0.00012783186813186825
Dermacoccus nishinomiyaensis,0.0001282467032967034
Ralstonia solanacearum,0.00012846923076923077
Verrucomicrobia bacterium,0.0001287402930402931
